,filepath,filename,LangOrInstru,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,corpus_type,mat_filename,speaker/artist,gender,genre,VoiOrNot
2228,data/envCorp/SONYC/audio-10/34_002282.wav,34_002282,,1,384000,48,8,0.004854166666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/34_002282_MS2024.mat,SONYC_34,,,0
2231,data/envCorp/SONYC/audio-13/01_008318.wav,01_008318,,1,384000,48,8,0.00014583333333333335,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_008318_MS2024.mat,SONYC_01,,,0
2235,data/envCorp/SONYC/audio-13/27_007363.wav,27_007363,,1,384000,48,8,0.0006666666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/27_007363_MS2024.mat,SONYC_27,,,0
2236,data/envCorp/SONYC/audio-6/03_013027.wav,03_013027,,1,384000,48,8,0.0007291666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/03_013027_MS2024.mat,SONYC_03,,,0
2237,data/envCorp/SONYC/audio-0/39_020129.wav,39_020129,,1,384000,48,8,0.002,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/39_020129_MS2024.mat,SONYC_39,,,0
2238,data/envCorp/SONYC/audio-14/12_011048.wav,12_011048,,1,384000,48,8,0.004895833333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/12_011048_MS2024.mat,SONYC_12,,,0
2241,data/envCorp/SONYC/audio-0/23_013463.wav,23_013463,,1,384000,48,8,0.0019375,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/23_013463_MS2024.mat,SONYC_23,,,0
2242,data/envCorp/SONYC/audio-17/23_005543.wav,23_005543,,1,384000,48,8,0.004333333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/23_005543_MS2024.mat,SONYC_23,,,0
2243,data/envCorp/SONYC/audio-5/27_006460.wav,27_006460,,1,384000,48,8,0.0017708333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/27_006460_MS2024.mat,SONYC_27,,,0
2248,data/envCorp/SONYC/audio-8/20_012728.wav,20_012728,,1,384000,48,8,0.0011666666666666668,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/20_012728_MS2024.mat,SONYC_20,,,0
2249,data/envCorp/SONYC/audio-9/11_010461.wav,11_010461,,1,384000,48,8,0.0012916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/11_010461_MS2024.mat,SONYC_11,,,0
2250,data/envCorp/SONYC/audio-12/27_008290.wav,27_008290,,1,384000,48,8,0.0015416666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/27_008290_MS2024.mat,SONYC_27,,,0
2252,data/envCorp/SONYC/audio-1/33_010271.wav,33_010271,,1,384000,48,8,0.002125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/33_010271_MS2024.mat,SONYC_33,,,0
2254,data/envCorp/SONYC/audio-11/16_020312.wav,16_020312,,1,384000,48,8,0.009645833333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/16_020312_MS2024.mat,SONYC_16,,,0
2255,data/envCorp/SONYC/audio-18/35_001225.wav,35_001225,,1,384000,48,8,0.006125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/35_001225_MS2024.mat,SONYC_35,,,0
2257,data/envCorp/SONYC/audio-16/33_018225.wav,33_018225,,1,384000,48,8,0.0012916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/33_018225_MS2024.mat,SONYC_33,,,0
2258,data/envCorp/SONYC/audio-12/33_019039.wav,33_019039,,1,384000,48,8,0.004604166666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/33_019039_MS2024.mat,SONYC_33,,,0
2259,data/envCorp/SONYC/audio-8/07_004483.wav,07_004483,,1,384000,48,8,0.0017083333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/07_004483_MS2024.mat,SONYC_07,,,0
2260,data/envCorp/SONYC/audio-11/34_004426.wav,34_004426,,1,384000,48,8,0.0011041666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/34_004426_MS2024.mat,SONYC_34,,,0
2264,data/envCorp/SONYC/audio-11/25_003149.wav,25_003149,,1,384000,48,8,0.0015625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/25_003149_MS2024.mat,SONYC_25,,,0
2266,data/envCorp/SONYC/audio-1/27_001811.wav,27_001811,,1,384000,48,8,0.0006041666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/27_001811_MS2024.mat,SONYC_27,,,0
2267,data/envCorp/SONYC/audio-10/37_004429.wav,37_004429,,1,384000,48,8,0.0017916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/37_004429_MS2024.mat,SONYC_37,,,0
2268,data/envCorp/SONYC/audio-18/10_019472.wav,10_019472,,1,384000,48,8,0.0005416666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/10_019472_MS2024.mat,SONYC_10,,,0
2270,data/envCorp/SONYC/audio-7/17_020149.wav,17_020149,,1,384000,48,8,0.0011875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/17_020149_MS2024.mat,SONYC_17,,,0
2273,data/envCorp/SONYC/audio-7/29_000813.wav,29_000813,,1,384000,48,8,0.0005416666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/29_000813_MS2024.mat,SONYC_29,,,0
2274,data/envCorp/SONYC/audio-12/19_011795.wav,19_011795,,1,384000,48,8,0.012145833333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/19_011795_MS2024.mat,SONYC_19,,,0
2276,data/envCorp/SONYC/audio-8/16_003925.wav,16_003925,,1,384000,48,8,0.003375,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/16_003925_MS2024.mat,SONYC_16,,,0
2278,data/envCorp/SONYC/audio-10/29_007747.wav,29_007747,,1,384000,48,8,0.001958333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/29_007747_MS2024.mat,SONYC_29,,,0
2279,data/envCorp/SONYC/audio-13/00_009122.wav,00_009122,,1,384000,48,8,0.002,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/00_009122_MS2024.mat,SONYC_00,,,0
2282,data/envCorp/SONYC/audio-1/38_006802.wav,38_006802,,1,384000,48,8,0.002895833333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/38_006802_MS2024.mat,SONYC_38,,,0
2284,data/envCorp/SONYC/audio-14/38_020372.wav,38_020372,,1,384000,48,8,0.0025416666666666665,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/38_020372_MS2024.mat,SONYC_38,,,0
2285,data/envCorp/SONYC/audio-7/07_010543.wav,07_010543,,1,384000,48,8,0.0018958333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/07_010543_MS2024.mat,SONYC_07,,,0
2286,data/envCorp/SONYC/audio-14/10_020786.wav,10_020786,,1,384000,48,8,0.0021458333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/10_020786_MS2024.mat,SONYC_10,,,0
2288,data/envCorp/SONYC/audio-11/04_018440.wav,04_018440,,1,384000,48,8,0.0035416666666666665,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/04_018440_MS2024.mat,SONYC_04,,,0
2290,data/envCorp/SONYC/audio-3/16_008344.wav,16_008344,,1,384000,48,8,0.0017291666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/16_008344_MS2024.mat,SONYC_16,,,0
2292,data/envCorp/SONYC/audio-11/07_017386.wav,07_017386,,1,384000,48,8,0.00325,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/07_017386_MS2024.mat,SONYC_07,,,0
2293,data/envCorp/SONYC/audio-10/10_012782.wav,10_012782,,1,384000,48,8,0.0008958333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/10_012782_MS2024.mat,SONYC_10,,,0
2296,data/envCorp/SONYC/audio-1/00_012234.wav,00_012234,,1,384000,48,8,0.0015416666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/00_012234_MS2024.mat,SONYC_00,,,0
2297,data/envCorp/SONYC/audio-11/06_010640.wav,06_010640,,1,384000,48,8,0.0002708333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/06_010640_MS2024.mat,SONYC_06,,,0
2298,data/envCorp/SONYC/audio-3/17_018930.wav,17_018930,,1,384000,48,8,0.005333333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/17_018930_MS2024.mat,SONYC_17,,,0
2304,data/envCorp/SONYC/audio-17/37_010808.wav,37_010808,,1,384000,48,8,0.001625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/37_010808_MS2024.mat,SONYC_37,,,0
2306,data/envCorp/SONYC/audio-11/29_027335.wav,29_027335,,1,384000,48,8,0.002416666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/29_027335_MS2024.mat,SONYC_29,,,0
2307,data/envCorp/SONYC/audio-1/10_010470.wav,10_010470,,1,384000,48,8,0.0014583333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/10_010470_MS2024.mat,SONYC_10,,,0
2308,data/envCorp/SONYC/audio-6/34_019286.wav,34_019286,,1,384000,48,8,0.0013333333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/34_019286_MS2024.mat,SONYC_34,,,0
2309,data/envCorp/SONYC/audio-13/31_012963.wav,31_012963,,1,384000,48,8,0.002395833333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/31_012963_MS2024.mat,SONYC_31,,,0
2310,data/envCorp/SONYC/audio-9/40_020253.wav,40_020253,,1,384000,48,8,0.0039791666666666664,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_020253_MS2024.mat,SONYC_40,,,0
2312,data/envCorp/SONYC/audio-17/17_009773.wav,17_009773,,1,384000,48,8,0.0013333333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/17_009773_MS2024.mat,SONYC_17,,,0
2313,data/envCorp/SONYC/audio-4/10_000818.wav,10_000818,,1,384000,48,8,0.002458333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/10_000818_MS2024.mat,SONYC_10,,,0
2314,data/envCorp/SONYC/audio-0/40_001368.wav,40_001368,,1,384000,48,8,0.002416666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_001368_MS2024.mat,SONYC_40,,,0
2315,data/envCorp/SONYC/audio-0/06_006248.wav,06_006248,,1,384000,48,8,0.005020833333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/06_006248_MS2024.mat,SONYC_06,,,0
2316,data/envCorp/SONYC/audio-7/01_016461.wav,01_016461,,1,384000,48,8,0.005166666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_016461_MS2024.mat,SONYC_01,,,0
2317,data/envCorp/SONYC/audio-17/41_013135.wav,41_013135,,1,384000,48,8,0.0030208333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/41_013135_MS2024.mat,SONYC_41,,,0
2320,data/envCorp/SONYC/audio-14/03_012436.wav,03_012436,,1,384000,48,8,0.0018958333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/03_012436_MS2024.mat,SONYC_03,,,0
2321,data/envCorp/SONYC/audio-1/11_005979.wav,11_005979,,1,384000,48,8,0.0006458333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/11_005979_MS2024.mat,SONYC_11,,,0
2323,data/envCorp/SONYC/audio-2/04_019898.wav,04_019898,,1,384000,48,8,0.0005208333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/04_019898_MS2024.mat,SONYC_04,,,0
2324,data/envCorp/SONYC/audio-18/01_013161.wav,01_013161,,1,384000,48,8,0.003395833333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_013161_MS2024.mat,SONYC_01,,,0
2325,data/envCorp/SONYC/audio-4/03_011961.wav,03_011961,,1,384000,48,8,0.0015416666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/03_011961_MS2024.mat,SONYC_03,,,0
2327,data/envCorp/SONYC/audio-9/38_004503.wav,38_004503,,1,384000,48,8,0.0009375,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/38_004503_MS2024.mat,SONYC_38,,,0
2328,data/envCorp/SONYC/audio-13/22_008519.wav,22_008519,,1,384000,48,8,0.0012708333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/22_008519_MS2024.mat,SONYC_22,,,0
2329,data/envCorp/SONYC/audio-0/37_005602.wav,37_005602,,1,384000,48,8,0.003916666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/37_005602_MS2024.mat,SONYC_37,,,0
2330,data/envCorp/SONYC/audio-6/34_008201.wav,34_008201,,1,384000,48,8,0.0021875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/34_008201_MS2024.mat,SONYC_34,,,0
2331,data/envCorp/SONYC/audio-1/02_000109.wav,02_000109,,1,384000,48,8,0.0010416666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/02_000109_MS2024.mat,SONYC_02,,,0
2332,data/envCorp/SONYC/audio-12/40_001884.wav,40_001884,,1,384000,48,8,0.0015,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_001884_MS2024.mat,SONYC_40,,,0
2334,data/envCorp/SONYC/audio-4/23_008544.wav,23_008544,,1,384000,48,8,0.00225,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/23_008544_MS2024.mat,SONYC_23,,,0
2336,data/envCorp/SONYC/audio-7/19_012525.wav,19_012525,,1,384000,48,8,0.0015416666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/19_012525_MS2024.mat,SONYC_19,,,0
2338,data/envCorp/SONYC/audio-16/16_001989.wav,16_001989,,1,384000,48,8,0.0017708333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/16_001989_MS2024.mat,SONYC_16,,,0
2340,data/envCorp/SONYC/audio-16/34_001317.wav,34_001317,,1,384000,48,8,0.0027083333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/34_001317_MS2024.mat,SONYC_34,,,0
2341,data/envCorp/SONYC/audio-7/08_002669.wav,08_002669,,1,384000,48,8,0.00275,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/08_002669_MS2024.mat,SONYC_08,,,0
2342,data/envCorp/SONYC/audio-6/24_020285.wav,24_020285,,1,384000,48,8,0.004145833333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/24_020285_MS2024.mat,SONYC_24,,,0
2343,data/envCorp/SONYC/audio-7/27_019744.wav,27_019744,,1,384000,48,8,0.0014375,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/27_019744_MS2024.mat,SONYC_27,,,0
2344,data/envCorp/SONYC/audio-14/40_000057.wav,40_000057,,1,384000,48,8,0.007875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_000057_MS2024.mat,SONYC_40,,,0
2345,data/envCorp/SONYC/audio-18/24_013582.wav,24_013582,,1,384000,48,8,0.022,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/24_013582_MS2024.mat,SONYC_24,,,0
2351,data/envCorp/SONYC/audio-7/04_005784.wav,04_005784,,1,384000,48,8,0.0013125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/04_005784_MS2024.mat,SONYC_04,,,0
2352,data/envCorp/SONYC/audio-15/05_016936.wav,05_016936,,1,384000,48,8,0.0012916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/05_016936_MS2024.mat,SONYC_05,,,0
2354,data/envCorp/SONYC/audio-8/37_004022.wav,37_004022,,1,384000,48,8,0.0022083333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/37_004022_MS2024.mat,SONYC_37,,,0
2357,data/envCorp/SONYC/audio-15/03_009161.wav,03_009161,,1,384000,48,8,0.001625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/03_009161_MS2024.mat,SONYC_03,,,0
2360,data/envCorp/SONYC/audio-10/00_013341.wav,00_013341,,1,384000,48,8,0.0010208333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/00_013341_MS2024.mat,SONYC_00,,,0
2362,data/envCorp/SONYC/audio-13/40_001529.wav,40_001529,,1,384000,48,8,0.015791666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_001529_MS2024.mat,SONYC_40,,,0
2364,data/envCorp/SONYC/audio-11/21_010951.wav,21_010951,,1,384000,48,8,0.0027916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/21_010951_MS2024.mat,SONYC_21,,,0
2365,data/envCorp/SONYC/audio-11/25_010525.wav,25_010525,,1,384000,48,8,0.0005208333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/25_010525_MS2024.mat,SONYC_25,,,0
2366,data/envCorp/SONYC/audio-2/22_013551.wav,22_013551,,1,384000,48,8,0.0018958333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/22_013551_MS2024.mat,SONYC_22,,,0
2367,data/envCorp/SONYC/audio-18/40_001990.wav,40_001990,,1,384000,48,8,0.0026666666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_001990_MS2024.mat,SONYC_40,,,0
2368,data/envCorp/SONYC/audio-15/31_020680.wav,31_020680,,1,384000,48,8,0.0022916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/31_020680_MS2024.mat,SONYC_31,,,0
2369,data/envCorp/SONYC/audio-10/02_004701.wav,02_004701,,1,384000,48,8,0.0027708333333333335,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/02_004701_MS2024.mat,SONYC_02,,,0
2372,data/envCorp/SONYC/audio-7/14_020422.wav,14_020422,,1,384000,48,8,0.006625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/14_020422_MS2024.mat,SONYC_14,,,0
2373,data/envCorp/SONYC/audio-11/23_008211.wav,23_008211,,1,384000,48,8,0.0026875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/23_008211_MS2024.mat,SONYC_23,,,0
2375,data/envCorp/SONYC/audio-4/16_010939.wav,16_010939,,1,384000,48,8,0.0027708333333333335,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/16_010939_MS2024.mat,SONYC_16,,,0
2378,data/envCorp/SONYC/audio-2/33_019042.wav,33_019042,,1,384000,48,8,0.013729166666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/33_019042_MS2024.mat,SONYC_33,,,0
2379,data/envCorp/SONYC/audio-15/31_010541.wav,31_010541,,1,384000,48,8,0.00047916666666666664,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/31_010541_MS2024.mat,SONYC_31,,,0
2380,data/envCorp/SONYC/audio-2/04_027751.wav,04_027751,,1,384000,48,8,0.0065625,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/04_027751_MS2024.mat,SONYC_04,,,0
2382,data/envCorp/SONYC/audio-3/02_001563.wav,02_001563,,1,384000,48,8,0.0011666666666666668,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/02_001563_MS2024.mat,SONYC_02,,,0
2383,data/envCorp/SONYC/audio-12/35_012403.wav,35_012403,,1,384000,48,8,0.0037916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/35_012403_MS2024.mat,SONYC_35,,,0
2384,data/envCorp/SONYC/audio-1/22_018389.wav,22_018389,,1,384000,48,8,0.0022916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/22_018389_MS2024.mat,SONYC_22,,,0
2387,data/envCorp/SONYC/audio-14/20_012753.wav,20_012753,,1,384000,48,8,0.0012916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/20_012753_MS2024.mat,SONYC_20,,,0
2389,data/envCorp/SONYC/audio-9/41_012040.wav,41_012040,,1,384000,48,8,0.0221875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/41_012040_MS2024.mat,SONYC_41,,,0
2392,data/envCorp/SONYC/audio-16/04_008585.wav,04_008585,,1,384000,48,8,0.00047916666666666664,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/04_008585_MS2024.mat,SONYC_04,,,0
2393,data/envCorp/SONYC/audio-7/40_020658.wav,40_020658,,1,384000,48,8,0.0027083333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_020658_MS2024.mat,SONYC_40,,,0
2395,data/envCorp/SONYC/audio-2/40_003828.wav,40_003828,,1,384000,48,8,0.0022291666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_003828_MS2024.mat,SONYC_40,,,0
2396,data/envCorp/SONYC/audio-0/29_008797.wav,29_008797,,1,384000,48,8,0.016541666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/29_008797_MS2024.mat,SONYC_29,,,0
2397,data/envCorp/SONYC/audio-17/32_002548.wav,32_002548,,1,384000,48,8,0.0010208333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/32_002548_MS2024.mat,SONYC_32,,,0
2399,data/envCorp/SONYC/audio-3/32_002409.wav,32_002409,,1,384000,48,8,0.003395833333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/32_002409_MS2024.mat,SONYC_32,,,0
2400,data/envCorp/SONYC/audio-15/04_000490.wav,04_000490,,1,384000,48,8,0.005125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/04_000490_MS2024.mat,SONYC_04,,,0
2401,data/envCorp/SONYC/audio-12/02_009169.wav,02_009169,,1,384000,48,8,0.0049375,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/02_009169_MS2024.mat,SONYC_02,,,0
2402,data/envCorp/SONYC/audio-14/27_007259.wav,27_007259,,1,384000,48,8,0.0011041666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/27_007259_MS2024.mat,SONYC_27,,,0
2403,data/envCorp/SONYC/audio-9/08_006992.wav,08_006992,,1,384000,48,8,0.0016041666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/08_006992_MS2024.mat,SONYC_08,,,0
2405,data/envCorp/SONYC/audio-15/16_008639.wav,16_008639,,1,384000,48,8,0.0004166666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/16_008639_MS2024.mat,SONYC_16,,,0
2407,data/envCorp/SONYC/audio-3/40_001622.wav,40_001622,,1,384000,48,8,0.0014583333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_001622_MS2024.mat,SONYC_40,,,0
2408,data/envCorp/SONYC/audio-2/19_010796.wav,19_010796,,1,384000,48,8,0.0016666666666666668,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/19_010796_MS2024.mat,SONYC_19,,,0
2410,data/envCorp/SONYC/audio-0/34_000562.wav,34_000562,,1,384000,48,8,0.0015208333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/34_000562_MS2024.mat,SONYC_34,,,0
2411,data/envCorp/SONYC/audio-8/27_007746.wav,27_007746,,1,384000,48,8,0.0025833333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/27_007746_MS2024.mat,SONYC_27,,,0
2412,data/envCorp/SONYC/audio-16/18_001370.wav,18_001370,,1,384000,48,8,0.0008125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/18_001370_MS2024.mat,SONYC_18,,,0
2413,data/envCorp/SONYC/audio-0/02_017502.wav,02_017502,,1,384000,48,8,0.0011666666666666668,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/02_017502_MS2024.mat,SONYC_02,,,0
2414,data/envCorp/SONYC/audio-13/38_008063.wav,38_008063,,1,384000,48,8,0.0049375,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/38_008063_MS2024.mat,SONYC_38,,,0
2416,data/envCorp/SONYC/audio-14/02_008417.wav,02_008417,,1,384000,48,8,0.0020416666666666665,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/02_008417_MS2024.mat,SONYC_02,,,0
2417,data/envCorp/SONYC/audio-7/38_011921.wav,38_011921,,1,384000,48,8,0.00025,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/38_011921_MS2024.mat,SONYC_38,,,0
2418,data/envCorp/SONYC/audio-7/37_004154.wav,37_004154,,1,384000,48,8,0.0009166666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/37_004154_MS2024.mat,SONYC_37,,,0
2420,data/envCorp/SONYC/audio-2/24_012495.wav,24_012495,,1,384000,48,8,0.002416666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/24_012495_MS2024.mat,SONYC_24,,,0
2421,data/envCorp/SONYC/audio-14/01_020633.wav,01_020633,,1,384000,48,8,0.0006875,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_020633_MS2024.mat,SONYC_01,,,0
2422,data/envCorp/SONYC/audio-2/37_005348.wav,37_005348,,1,384000,48,8,0.0015208333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/37_005348_MS2024.mat,SONYC_37,,,0
2425,data/envCorp/SONYC/audio-17/37_001454.wav,37_001454,,1,384000,48,8,0.0006666666666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/37_001454_MS2024.mat,SONYC_37,,,0
2426,data/envCorp/SONYC/audio-2/01_012328.wav,01_012328,,1,384000,48,8,0.00475,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/01_012328_MS2024.mat,SONYC_01,,,0
2428,data/envCorp/SONYC/audio-7/00_012534.wav,00_012534,,1,384000,48,8,0.0015833333333333333,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/00_012534_MS2024.mat,SONYC_00,,,0
2429,data/envCorp/SONYC/audio-16/06_019617.wav,06_019617,,1,384000,48,8,0.0032083333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/06_019617_MS2024.mat,SONYC_06,,,0
2431,data/envCorp/SONYC/audio-6/37_019868.wav,37_019868,,1,384000,48,8,0.012104166666666666,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/37_019868_MS2024.mat,SONYC_37,,,0
2432,data/envCorp/SONYC/audio-13/40_002586.wav,40_002586,,1,384000,48,8,0.0010208333333333332,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/40_002586_MS2024.mat,SONYC_40,,,0
2433,data/envCorp/SONYC/audio-2/06_005828.wav,06_005828,,1,384000,48,8,0.0019375,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/06_005828_MS2024.mat,SONYC_06,,,0
2435,data/envCorp/SONYC/audio-2/41_006486.wav,41_006486,,1,384000,48,8,0.0017083333333333334,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/41_006486_MS2024.mat,SONYC_41,,,0
2438,data/envCorp/SONYC/audio-13/23_001430.wav,23_001430,,1,384000,48,8,0.00125,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/23_001430_MS2024.mat,SONYC_23,,,0
2439,data/envCorp/SONYC/audio-16/20_012147.wav,20_012147,,1,384000,48,8,0.0017916666666666667,8,SONYC,env,STM_output/MATs/env_mat_wl4_SONYC/20_012147_MS2024.mat,SONYC_20,,,0
