,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,speaker/artist,gender,genre,corpus_type
105,data/musicCorp/Albouy2020Science/French/French_S03_M01.wav,French_S03_M01,French,1,1,192000,48,4,0.2383333333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S03_M01_MS2024.mat,Albouy2020Science,female,classical,music
106,data/musicCorp/Albouy2020Science/French/French_S01_M03.wav,French_S01_M03,French,1,1,192000,48,4,0.1843958333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S01_M03_MS2024.mat,Albouy2020Science,female,classical,music
107,data/musicCorp/Albouy2020Science/English/English_S04_M01.wav,English_S04_M01,English,1,1,192000,48,4,0.674875,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S04_M01_MS2024.mat,Albouy2020Science,female,classical,music
108,data/musicCorp/Albouy2020Science/English/English_S07_M03.wav,English_S07_M03,English,1,1,192000,48,4,0.1011875,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S07_M03_MS2024.mat,Albouy2020Science,female,classical,music
109,data/musicCorp/Albouy2020Science/English/English_S06_M06.wav,English_S06_M06,English,1,1,192000,48,4,0.3181875,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S06_M06_MS2024.mat,Albouy2020Science,female,classical,music
110,data/musicCorp/Albouy2020Science/French/French_S10_M10.wav,French_S10_M10,French,1,1,192000,48,4,0.5327708333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S10_M10_MS2024.mat,Albouy2020Science,female,classical,music
111,data/musicCorp/Albouy2020Science/English/English_S02_M09.wav,English_S02_M09,English,1,1,192000,48,4,0.1668541666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S02_M09_MS2024.mat,Albouy2020Science,female,classical,music
112,data/musicCorp/Albouy2020Science/English/English_S05_M04.wav,English_S05_M04,English,1,1,192000,48,4,0.2441666666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S05_M04_MS2024.mat,Albouy2020Science,female,classical,music
113,data/musicCorp/Albouy2020Science/English/English_S10_M04.wav,English_S10_M04,English,1,1,192000,48,4,0.1974791666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S10_M04_MS2024.mat,Albouy2020Science,female,classical,music
114,data/musicCorp/Albouy2020Science/English/English_S03_M10.wav,English_S03_M10,English,1,1,192000,48,4,0.1320833333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S03_M10_MS2024.mat,Albouy2020Science,female,classical,music
115,data/musicCorp/Albouy2020Science/English/English_S03_M01.wav,English_S03_M01,English,1,1,192000,48,4,0.1540833333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S03_M01_MS2024.mat,Albouy2020Science,female,classical,music
116,data/musicCorp/Albouy2020Science/French/French_S06_M03.wav,French_S06_M03,French,1,1,192000,48,4,0.2608125,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S06_M03_MS2024.mat,Albouy2020Science,female,classical,music
117,data/musicCorp/Albouy2020Science/English/English_S09_M06.wav,English_S09_M06,English,1,1,192000,48,4,0.1544583333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S09_M06_MS2024.mat,Albouy2020Science,female,classical,music
118,data/musicCorp/Albouy2020Science/French/French_S05_M01.wav,French_S05_M01,French,1,1,192000,48,4,0.285625,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S05_M01_MS2024.mat,Albouy2020Science,female,classical,music
119,data/musicCorp/Albouy2020Science/English/English_S10_M09.wav,English_S10_M09,English,1,1,192000,48,4,0.2768333333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S10_M09_MS2024.mat,Albouy2020Science,female,classical,music
120,data/musicCorp/Albouy2020Science/English/English_S05_M09.wav,English_S05_M09,English,1,1,192000,48,4,0.328,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S05_M09_MS2024.mat,Albouy2020Science,female,classical,music
121,data/musicCorp/Albouy2020Science/French/French_S02_M10.wav,French_S02_M10,French,1,1,192000,48,4,0.1913125,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S02_M10_MS2024.mat,Albouy2020Science,female,classical,music
122,data/musicCorp/Albouy2020Science/English/English_S01_M06.wav,English_S01_M06,English,1,1,192000,48,4,0.1798541666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S01_M06_MS2024.mat,Albouy2020Science,female,classical,music
