,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,speaker/artist,gender,genre,corpus_type
602,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/03-the_beatles-lucy_in_the_sky_with_diamonds-6.wav,03-the_beatles-lucy_in_the_sky_with_diamonds-6,voi,1.0,1,882000,44.1,20,0.0019501133786848,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/03-the_beatles-lucy_in_the_sky_with_diamonds-6_MS2024.mat,03-the_beatles-lucy_in_the_sky_with_diamonds,,,music
603,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/15_more than a feeling - boston-2.wav,15_more than a feeling - boston-2,gac,0.0,1,176400,44.1,4,0.0010884353741496,4,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/15_more than a feeling - boston-2_MS2024.mat,15_more than a feeling - boston,,,music
604,"data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/08-Concerto in A major, K 219 -2- Adagio-34.wav","08-Concerto in A major, K 219 -2- Adagio-34",vio,0.0,1,882000,44.1,20,0.0016326530612244,20,IRMAS,"STM_output/MATs/music_mat_wl4_IRMAS/08-Concerto in A major, K 219 -2- Adagio-34_MS2024.mat","08-Concerto in A major, K 219 -2- Adagio",,,music
605,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01) Bert Jansch - Avocet-43.wav,01) Bert Jansch - Avocet-43,flu-gac,0.0,1,882000,44.1,20,0.0025850340136054,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01) Bert Jansch - Avocet-43_MS2024.mat,01) Bert Jansch - Avocet,,,music
606,"data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Debussy, Sonata for Violin _ Piano - 1 Allegro vivo-15.wav","Debussy, Sonata for Violin _ Piano - 1 Allegro vivo-15",pia-vio,0.0,1,882000,44.1,20,0.2638095238095238,20,IRMAS,"STM_output/MATs/music_mat_wl4_IRMAS/Debussy, Sonata for Violin _ Piano - 1 Allegro vivo-15_MS2024.mat","Debussy, Sonata for Violin _ Piano - 1 Allegro vivo",,,music
607,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/arvo p_rt - alina - 01 - spiegel im spiegel-10.wav,arvo p_rt - alina - 01 - spiegel im spiegel-10,pia-vio,0.0,1,882000,44.1,20,0.0035374149659863,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/arvo p_rt - alina - 01 - spiegel im spiegel-10_MS2024.mat,arvo p_rt - alina - 01 - spiegel im spiegel,,,music
608,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/keith jarrett - arbour zena - 01 - runes-26.wav,keith jarrett - arbour zena - 01 - runes-26,pia,0.0,1,882000,44.1,20,0.0115873015873015,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/keith jarrett - arbour zena - 01 - runes-26_MS2024.mat,keith jarrett - arbour zena - 01 - runes,,,music
609,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/arvo p_rt - alina - 01 - spiegel im spiegel-27.wav,arvo p_rt - alina - 01 - spiegel im spiegel-27,pia-vio,0.0,1,882000,44.1,20,0.0021315192743764,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/arvo p_rt - alina - 01 - spiegel im spiegel-27_MS2024.mat,arvo p_rt - alina - 01 - spiegel im spiegel,,,music
610,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/keith jarrett - arbour zena - 01 - runes-11.wav,keith jarrett - arbour zena - 01 - runes-11,cel-pia,0.0,1,882000,44.1,20,0.0026077097505668,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/keith jarrett - arbour zena - 01 - runes-11_MS2024.mat,keith jarrett - arbour zena - 01 - runes,,,music
611,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/25 - Stuck On You-4.wav,25 - Stuck On You-4,pia-voi,1.0,1,352800,44.1,8,0.0012925170068027,8,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/25 - Stuck On You-4_MS2024.mat,25 - Stuck On You,,,music
612,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/05. Lost Life-9.wav,05. Lost Life-9,pia-sax,0.0,1,882000,44.1,20,0.0692063492063492,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/05. Lost Life-9_MS2024.mat,05. Lost Life,,,music
613,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/arvo p_rt - alina - 01 - spiegel im spiegel-4.wav,arvo p_rt - alina - 01 - spiegel im spiegel-4,pia-vio,0.0,1,882000,44.1,20,0.0030612244897959,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/arvo p_rt - alina - 01 - spiegel im spiegel-4_MS2024.mat,arvo p_rt - alina - 01 - spiegel im spiegel,,,music
614,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/edgar froese - epsilon in malaysian pale 1-34.wav,edgar froese - epsilon in malaysian pale 1-34,flu,0.0,1,882000,44.1,20,0.0020861678004535,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/edgar froese - epsilon in malaysian pale 1-34_MS2024.mat,edgar froese - epsilon in malaysian pale 1,,,music
615,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 Blue Train-15.wav,01 Blue Train-15,pia-tru,0.0,1,882000,44.1,20,0.0019047619047619,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01 Blue Train-15_MS2024.mat,01 Blue Train,,,music
616,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-22.wav,01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-22,gel,0.0,1,352800,44.1,8,0.0007936507936507,8,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-22_MS2024.mat,01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3,,,music
617,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Track 01-10.wav,Track 01-10,gac-voi,1.0,1,176400,44.1,4,0.0013151927437641,4,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Track 01-10_MS2024.mat,Track 01,,,music
618,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/03 LEE MORGAN - THE SIDEWINDER-5.wav,03 LEE MORGAN - THE SIDEWINDER-5,pia,0.0,1,882000,44.1,20,0.0007029478458049,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/03 LEE MORGAN - THE SIDEWINDER-5_MS2024.mat,03 LEE MORGAN - THE SIDEWINDER,,,music
619,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01. Trouble (No. 2)-18.wav,01. Trouble (No. 2)-18,gel-org,0.0,1,882000,44.1,20,0.0041269841269841,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01. Trouble (No. 2)-18_MS2024.mat,01. Trouble (No. 2),,,music
620,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 Blue Train-22.wav,01 Blue Train-22,pia,0.0,1,882000,44.1,20,0.002312925170068,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01 Blue Train-22_MS2024.mat,01 Blue Train,,,music
621,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-15.wav,01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-15,gel-pia,0.0,1,882000,44.1,20,0.0007709750566893,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-15_MS2024.mat,01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3,,,music
622,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/02 entangled-6.wav,02 entangled-6,gac-gel,0.0,1,529200,44.1,12,0.003469387755102,12,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/02 entangled-6_MS2024.mat,02 entangled,,,music
623,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/04 The Czar-32.wav,04 The Czar-32,gel,0.0,1,882000,44.1,20,0.0006802721088435,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/04 The Czar-32_MS2024.mat,04 The Czar,,,music
624,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/john_coltrane-01-a_love_supreme_part_1-rns-11.wav,john_coltrane-01-a_love_supreme_part_1-rns-11,pia-sax,0.0,1,882000,44.1,20,0.0014058956916099,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/john_coltrane-01-a_love_supreme_part_1-rns-11_MS2024.mat,john_coltrane-01-a_love_supreme_part_1-rns,,,music
625,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Sonny Rollins - 05 - Sonnysphere-20.wav,Sonny Rollins - 05 - Sonnysphere-20,pia,0.0,1,882000,44.1,20,0.0015646258503401,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Sonny Rollins - 05 - Sonnysphere-20_MS2024.mat,Sonny Rollins - 05 - Sonnysphere,,,music
626,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 - Honky Cat-12.wav,01 - Honky Cat-12,pia,0.0,1,882000,44.1,20,0.0021088435374149,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01 - Honky Cat-12_MS2024.mat,01 - Honky Cat,,,music
627,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 Organ Grinder_s Swing-7.wav,01 Organ Grinder_s Swing-7,voi,1.0,1,176400,44.1,4,0.0688888888888888,4,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01 Organ Grinder_s Swing-7_MS2024.mat,01 Organ Grinder_s Swing,,,music
628,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/1998 - Blind Guardian - Nightfall In Middle-Earth -  Mirror Mirror-1.wav,1998 - Blind Guardian - Nightfall In Middle-Earth -  Mirror Mirror-1,gel,0.0,1,882000,44.1,20,0.0722675736961451,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/1998 - Blind Guardian - Nightfall In Middle-Earth -  Mirror Mirror-1_MS2024.mat,1998 - Blind Guardian - Nightfall In Middle-Earth -  Mirror Mirror,,,music
629,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Gnawa Diffussion - Bleu blanc gyrophare-9.wav,Gnawa Diffussion - Bleu blanc gyrophare-9,org-voi,1.0,1,176400,44.1,4,0.0027210884353741,4,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Gnawa Diffussion - Bleu blanc gyrophare-9_MS2024.mat,Gnawa Diffussion - Bleu blanc gyrophare,,,music
630,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/05 Mendelssohn - Piano Concerto No. 2 - II. Adagio (molto sostenuto)-19.wav,05 Mendelssohn - Piano Concerto No. 2 - II. Adagio (molto sostenuto)-19,pia,0.0,1,882000,44.1,20,0.0046485260770975,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/05 Mendelssohn - Piano Concerto No. 2 - II. Adagio (molto sostenuto)-19_MS2024.mat,05 Mendelssohn - Piano Concerto No. 2 - II. Adagio (molto sostenuto),,,music
631,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/brian eno - apollo- atmospheres _ soundtracks - 01 - under stars-9.wav,brian eno - apollo- atmospheres _ soundtracks - 01 - under stars-9,gel-org,0.0,1,352800,44.1,8,0.0026984126984126,8,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/brian eno - apollo- atmospheres _ soundtracks - 01 - under stars-9_MS2024.mat,brian eno - apollo- atmospheres _ soundtracks - 01 - under stars,,,music
632,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/13 Chet Atkins _ Jerry Reed - Sneakin_ Around-5.wav,13 Chet Atkins _ Jerry Reed - Sneakin_ Around-5,gac-gel,0.0,1,882000,44.1,20,0.0276643990929705,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/13 Chet Atkins _ Jerry Reed - Sneakin_ Around-5_MS2024.mat,13 Chet Atkins _ Jerry Reed - Sneakin_ Around,,,music
633,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Sonny Rollins - 05 - Sonnysphere-17.wav,Sonny Rollins - 05 - Sonnysphere-17,pia,0.0,1,882000,44.1,20,0.0029251700680272,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Sonny Rollins - 05 - Sonnysphere-17_MS2024.mat,Sonny Rollins - 05 - Sonnysphere,,,music
634,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 - Honky Cat-25.wav,01 - Honky Cat-25,pia,0.0,1,176400,44.1,4,0.0012925170068027,4,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01 - Honky Cat-25_MS2024.mat,01 - Honky Cat,,,music
635,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/03 - Symptom of the Universe-23.wav,03 - Symptom of the Universe-23,gac,0.0,1,882000,44.1,20,0.0029478458049886,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/03 - Symptom of the Universe-23_MS2024.mat,03 - Symptom of the Universe,,,music
636,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/14.  Boots Randolph - Yakety Sax-5.wav,14.  Boots Randolph - Yakety Sax-5,gac-sax,0.0,1,882000,44.1,20,0.0021995464852607,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/14.  Boots Randolph - Yakety Sax-5_MS2024.mat,14.  Boots Randolph - Yakety Sax,,,music
637,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/05 - Bobbi Humphrey - You Are The Sunshine of My Life-5.wav,05 - Bobbi Humphrey - You Are The Sunshine of My Life-5,flu-org-pia,0.0,1,882000,44.1,20,0.0037868480725623,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/05 - Bobbi Humphrey - You Are The Sunshine of My Life-5_MS2024.mat,05 - Bobbi Humphrey - You Are The Sunshine of My Life,,,music
638,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/edgar froese - epsilon in malaysian pale 1-4.wav,edgar froese - epsilon in malaysian pale 1-4,flu,0.0,1,882000,44.1,20,0.0025623582766439,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/edgar froese - epsilon in malaysian pale 1-4_MS2024.mat,edgar froese - epsilon in malaysian pale 1,,,music
639,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/02 entangled-15.wav,02 entangled-15,gac-voi,1.0,1,882000,44.1,20,0.0026303854875283,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/02 entangled-15_MS2024.mat,02 entangled,,,music
640,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Partido Alto-7.wav,Partido Alto-7,gac-voi,1.0,1,882000,44.1,20,0.0225396825396825,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Partido Alto-7_MS2024.mat,Partido Alto,,,music
641,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 - Chet Baker - Prayer For The Newborn-6.wav,01 - Chet Baker - Prayer For The Newborn-6,pia-sax,0.0,1,882000,44.1,20,0.1182086167800453,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01 - Chet Baker - Prayer For The Newborn-6_MS2024.mat,01 - Chet Baker - Prayer For The Newborn,,,music
642,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/02-the_theory_of_everything_part_2-6.wav,02-the_theory_of_everything_part_2-6,pia-voi,1.0,1,882000,44.1,20,0.0019501133786848,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/02-the_theory_of_everything_part_2-6_MS2024.mat,02-the_theory_of_everything_part_2,,,music
643,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01. Another World-5.wav,01. Another World-5,org-pia-voi,1.0,1,882000,44.1,20,0.012063492063492,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01. Another World-5_MS2024.mat,01. Another World,,,music
644,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/The Shamen - Move Any Mountain-9.wav,The Shamen - Move Any Mountain-9,voi,1.0,1,529200,44.1,12,0.0006349206349206,12,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/The Shamen - Move Any Mountain-9_MS2024.mat,The Shamen - Move Any Mountain,,,music
645,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/0050_10CC___I_M_NOT_IN_LOVE-15.wav,0050_10CC___I_M_NOT_IN_LOVE-15,gac-org-pia-voi,1.0,1,882000,44.1,20,0.0019727891156462,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/0050_10CC___I_M_NOT_IN_LOVE-15_MS2024.mat,0050_10CC___I_M_NOT_IN_LOVE,,,music
646,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Mireille Mathieu _ Ennio Morricone - 01 - Un Jour Tu Reviendras-12.wav,Mireille Mathieu _ Ennio Morricone - 01 - Un Jour Tu Reviendras-12,gac-voi,1.0,1,882000,44.1,20,0.0015873015873015,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Mireille Mathieu _ Ennio Morricone - 01 - Un Jour Tu Reviendras-12_MS2024.mat,Mireille Mathieu _ Ennio Morricone - 01 - Un Jour Tu Reviendras,,,music
647,"data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/14-god is an astronaut - all is violent, all is bright-16.wav","14-god is an astronaut - all is violent, all is bright-16",org,0.0,1,882000,44.1,20,0.0007936507936507,20,IRMAS,"STM_output/MATs/music_mat_wl4_IRMAS/14-god is an astronaut - all is violent, all is bright-16_MS2024.mat","14-god is an astronaut - all is violent, all is bright",,,music
648,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/210_depeche_mode-world_in_my_eyes-srm-13.wav,210_depeche_mode-world_in_my_eyes-srm-13,voi,1.0,1,352800,44.1,8,0.0007936507936507,8,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/210_depeche_mode-world_in_my_eyes-srm-13_MS2024.mat,210_depeche_mode-world_in_my_eyes-srm,,,music
649,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/04 - kokoku-4.wav,04 - kokoku-4,org-voi,1.0,1,352800,44.1,8,0.0031519274376417,8,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/04 - kokoku-4_MS2024.mat,04 - kokoku,,,music
650,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01. Helmet - Pure-13.wav,01. Helmet - Pure-13,gel,0.0,1,705600,44.1,16,0.0005215419501133,16,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01. Helmet - Pure-13_MS2024.mat,01. Helmet - Pure,,,music
651,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/02 bwv 1068 air on g string-5.wav,02 bwv 1068 air on g string-5,cel-vio,0.0,1,882000,44.1,20,0.0011111111111111,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/02 bwv 1068 air on g string-5_MS2024.mat,02 bwv 1068 air on g string,,,music
652,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Sonny Rollins - 05 - Sonnysphere-1.wav,Sonny Rollins - 05 - Sonnysphere-1,pia-sax-tru,0.0,1,352800,44.1,8,0.0027210884353741,8,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Sonny Rollins - 05 - Sonnysphere-1_MS2024.mat,Sonny Rollins - 05 - Sonnysphere,,,music
653,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/1992 - Blind Guardian - Somewhere Far Beyond - The Bard_s Song (In The Forest)-3.wav,1992 - Blind Guardian - Somewhere Far Beyond - The Bard_s Song (In The Forest)-3,gac-voi,1.0,1,529200,44.1,12,0.0064172335600907,12,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/1992 - Blind Guardian - Somewhere Far Beyond - The Bard_s Song (In The Forest)-3_MS2024.mat,1992 - Blind Guardian - Somewhere Far Beyond - The Bard_s Song (In The Forest),,,music
654,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-28.wav,kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-28,gac,0.0,1,882000,44.1,20,0.003922902494331,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn-28_MS2024.mat,kate bush - aerial - cd 2 - a sky of honey - 08 - nocturn,,,music
655,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/08 - Mum - Weeping Rock Rock-20.wav,08 - Mum - Weeping Rock Rock-20,flu-gel-pia,0.0,1,529200,44.1,12,0.0015419501133786,12,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/08 - Mum - Weeping Rock Rock-20_MS2024.mat,08 - Mum - Weeping Rock Rock,,,music
656,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01. Flight Time-4.wav,01. Flight Time-4,pia,0.0,1,882000,44.1,20,0.0629931972789115,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01. Flight Time-4_MS2024.mat,01. Flight Time,,,music
657,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/radiohead - 01 - airbag-2.wav,radiohead - 01 - airbag-2,cel-gel,0.0,1,176400,44.1,4,0.0007482993197278,4,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/radiohead - 01 - airbag-2_MS2024.mat,radiohead - 01 - airbag,,,music
658,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/08 My favorite game-5.wav,08 My favorite game-5,gel-voi,1.0,1,882000,44.1,20,0.0048526077097505,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/08 My favorite game-5_MS2024.mat,08 My favorite game,,,music
659,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Metallica - Nothing Else Matters-21.wav,Metallica - Nothing Else Matters-21,gac-gel-voi,1.0,1,882000,44.1,20,0.0014285714285714,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Metallica - Nothing Else Matters-21_MS2024.mat,Metallica - Nothing Else Matters,,,music
660,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/08 - Mum - Weeping Rock Rock-17.wav,08 - Mum - Weeping Rock Rock-17,gel-pia,0.0,1,529200,44.1,12,0.0021541950113378,12,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/08 - Mum - Weeping Rock Rock-17_MS2024.mat,08 - Mum - Weeping Rock Rock,,,music
661,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 Start Making Noise-9.wav,01 Start Making Noise-9,gac-voi,1.0,1,882000,44.1,20,0.0013378684807256,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01 Start Making Noise-9_MS2024.mat,01 Start Making Noise,,,music
662,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/17 - Sur le fil-7.wav,17 - Sur le fil-7,pia,0.0,1,882000,44.1,20,0.0031519274376417,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/17 - Sur le fil-7_MS2024.mat,17 - Sur le fil,,,music
663,data/musicCorp/IRMAS/IRMAS-TestingData-Part3/Part3/06-Confirmation-17.wav,06-Confirmation-17,pia-sax,0.0,1,176400,44.1,4,0.0016326530612244,4,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/06-Confirmation-17_MS2024.mat,06-Confirmation,,,music
664,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 Good Vibrations-10.wav,01 Good Vibrations-10,gel-sax,0.0,1,882000,44.1,20,0.0021315192743764,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01 Good Vibrations-10_MS2024.mat,01 Good Vibrations,,,music
665,"data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 Julian Bream - Albeniz- Mallorca, Opus 202-10.wav","01 Julian Bream - Albeniz- Mallorca, Opus 202-10",gac,0.0,1,882000,44.1,20,0.0043990929705215,20,IRMAS,"STM_output/MATs/music_mat_wl4_IRMAS/01 Julian Bream - Albeniz- Mallorca, Opus 202-10_MS2024.mat","01 Julian Bream - Albeniz- Mallorca, Opus 202",,,music
666,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 - Roadgame-26.wav,01 - Roadgame-26,pia-sax,0.0,1,882000,44.1,20,0.0160544217687074,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01 - Roadgame-26_MS2024.mat,01 - Roadgame,,,music
667,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Nusrat Fateh Ali Khan - Mustt mustt-18.wav,Nusrat Fateh Ali Khan - Mustt mustt-18,gel-voi,1.0,1,882000,44.1,20,0.0046712018140589,20,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Nusrat Fateh Ali Khan - Mustt mustt-18_MS2024.mat,Nusrat Fateh Ali Khan - Mustt mustt,,,music
668,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Jaga Jazzist - Mikado-12.wav,Jaga Jazzist - Mikado-12,gel,0.0,1,352800,44.1,8,0.0018367346938775,8,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Jaga Jazzist - Mikado-12_MS2024.mat,Jaga Jazzist - Mikado,,,music
669,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/Yngwie Malmsteen - Gimme gimme gimme-1.wav,Yngwie Malmsteen - Gimme gimme gimme-1,voi,1.0,1,176400,44.1,4,0.119047619047619,4,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/Yngwie Malmsteen - Gimme gimme gimme-1_MS2024.mat,Yngwie Malmsteen - Gimme gimme gimme,,,music
670,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/105-new_order-blue_monday-uf-19.wav,105-new_order-blue_monday-uf-19,voi,1.0,1,529200,44.1,12,0.003015873015873,12,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/105-new_order-blue_monday-uf-19_MS2024.mat,105-new_order-blue_monday-uf,,,music
671,data/musicCorp/IRMAS/IRMAS-TestingData-Part1/Part1/01 Don_t Get Around Much Anymore-6.wav,01 Don_t Get Around Much Anymore-6,pia,0.0,1,352800,44.1,8,0.0251927437641723,8,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/01 Don_t Get Around Much Anymore-6_MS2024.mat,01 Don_t Get Around Much Anymore,,,music
672,data/musicCorp/IRMAS/IRMAS-TestingData-Part2/IRTestingData-Part2/210_depeche_mode-world_in_my_eyes-srm-8.wav,210_depeche_mode-world_in_my_eyes-srm-8,voi,1.0,1,352800,44.1,8,0.0010204081632653,8,IRMAS,STM_output/MATs/music_mat_wl4_IRMAS/210_depeche_mode-world_in_my_eyes-srm-8_MS2024.mat,210_depeche_mode-world_in_my_eyes-srm,,,music
