,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,gender,speaker/artist,Genre,corpus_type
75,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/04 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 4. Sarabande.m4a","04 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 4. Sarabande",cello,0,1,5292000,44.1,120,0.1217687074829931,120,CD,"STM_output/MATs/music_mat_wl4_CD/04 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 4. Sarabande_MS2024.mat",,Edgar Meyer,Classical,music
77,"data/musicCorp/CD/Julian Bream/Bream Collection, Vol. 9 - Baroque Guitar/10 Weiss_ Fantasie.m4a",10 Weiss_ Fantasie,guitar,0,1,5292000,44.1,120,0.3902947845804989,120,CD,STM_output/MATs/music_mat_wl4_CD/10 Weiss_ Fantasie_MS2024.mat,,Julian Bream,Classical,music
78,"data/musicCorp/CD/Charles Mackerras_ Scottish Chamber Orchestra/Beethoven_ Symphonies [Disc 1]/1-07 Beethoven_ Symphony #2 In D, Op. 36 - 3. Scherzo.m4a","1-07 Beethoven_ Symphony #2 In D, Op. 36 - 3. Scherzo",multi,0,1,5292000,44.1,120,0.6241496598639455,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-07 Beethoven_ Symphony #2 In D, Op. 36 - 3. Scherzo_MS2024.mat",,Charles Mackerras,Classical,music
79,"data/musicCorp/CD/Frans Brüggen_ Orchestra Of The 18th Century/Mozart_ Symphony #41/02 Mozart_ Symphony #41 In C, K 551, _Jupiter_ - 2. Andante Cantabile.m4a","02 Mozart_ Symphony #41 In C, K 551, _Jupiter_ - 2. Andante Cantabile",multi,0,1,5468400,44.1,124,0.4602494331065759,120,CD,"STM_output/MATs/music_mat_wl4_CD/02 Mozart_ Symphony #41 In C, K 551, _Jupiter_ - 2. Andante Cantabile_MS2024.mat",,Frans Brüggen,Classical,music
80,"data/musicCorp/CD/Rinaldo Alessandrini_ Concerto Italiano/Bach_ Brandenburg Concertos [Disc 2]/2-08 Bach_ Brandenburg Concerto #6 In B Flat, BWV 1051 - 1. Allegro.m4a","2-08 Bach_ Brandenburg Concerto #6 In B Flat, BWV 1051 - 1. Allegro",multi,0,1,5292000,44.1,120,0.2298866213151927,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-08 Bach_ Brandenburg Concerto #6 In B Flat, BWV 1051 - 1. Allegro_MS2024.mat",,Rinaldo Alessandrini,Classical,music
81,"data/musicCorp/CD/Frans Brüggen_ Orchestra Of The 18th Century/Mozart_ Symphony #41/01 Mozart_ Symphony #41 In C, K 551, _Jupiter_ - 1. Allegro Vivace.m4a","01 Mozart_ Symphony #41 In C, K 551, _Jupiter_ - 1. Allegro Vivace",multi,0,1,5468400,44.1,124,0.8267800453514739,120,CD,"STM_output/MATs/music_mat_wl4_CD/01 Mozart_ Symphony #41 In C, K 551, _Jupiter_ - 1. Allegro Vivace_MS2024.mat",,Frans Brüggen,Classical,music
82,"data/musicCorp/CD/Charles Mackerras_ Scottish Chamber Orchestra/Beethoven_ Symphonies [Disc 2]/2-04 Beethoven_ Symphony #3 In E Flat, Op. 55, _Eroica_ - 4. Finale_ Allegro Molto.m4a","2-04 Beethoven_ Symphony #3 In E Flat, Op. 55, _Eroica_ - 4. Finale_ Allegro Molto",multi,0,1,5468400,44.1,124,0.7936734693877551,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-04 Beethoven_ Symphony #3 In E Flat, Op. 55, _Eroica_ - 4. Finale_ Allegro Molto_MS2024.mat",,Charles Mackerras,Classical,music
83,data/musicCorp/CD/The Beatles/1967-1970 [Disc 1]/1-02 Penny Lane.m4a,1-02 Penny Lane,multi_Voi,1,1,5292000,44.1,120,0.4657596371882086,120,CD,STM_output/MATs/music_mat_wl4_CD/1-02 Penny Lane_MS2024.mat,,The Beatles,Rock,music
84,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-02 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 2. Allemande.m4a","2-02 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 2. Allemande",cello,0,1,5292000,44.1,120,0.9196145124716554,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-02 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 2. Allemande_MS2024.mat",,Yo-Yo Ma,Classical,music
85,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-02 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 2. Allemande.m4a","2-02 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 2. Allemande",cello,0,1,5292000,44.1,120,0.9196145124716554,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-02 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 2. Allemande_MS2024.mat",,Yo-Yo Ma,Classical,music
86,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-05 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 5. Menuett.m4a","2-05 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 5. Menuett",cello,0,1,5292000,44.1,120,0.9313832199546486,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-05 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 5. Menuett_MS2024.mat",,Yo-Yo Ma,Classical,music
88,data/musicCorp/CD/Arcade Fire/Arcade Fire/16 The Suburbs (Continued).m4a,16 The Suburbs (Continued),multi_Voi,1,1,3704400,44.1,84,0.4054421768707483,84,CD,STM_output/MATs/music_mat_wl4_CD/16 The Suburbs (Continued)_MS2024.mat,,Arcade Fire,Rock,music
89,data/musicCorp/CD/Arcade Fire/Arcade Fire/02 Ready To Start.m4a,02 Ready To Start,multi_Voi,1,1,5292000,44.1,120,0.0017687074829931,120,CD,STM_output/MATs/music_mat_wl4_CD/02 Ready To Start_MS2024.mat,,Arcade Fire,Rock,music
90,data/musicCorp/CD/The Beatles/1967-1970 [Disc 1]/1-08 I Am The Walrus.m4a,1-08 I Am The Walrus,multi_Voi,1,1,5292000,44.1,120,0.4558276643990929,120,CD,STM_output/MATs/music_mat_wl4_CD/1-08 I Am The Walrus_MS2024.mat,,The Beatles,Rock,music
91,data/musicCorp/CD/U2/The Best Of 1980-1990/09 The Unforgettable Fire.m4a,09 The Unforgettable Fire,multi_Voi,1,1,5292000,44.1,120,0.7365759637188208,120,CD,STM_output/MATs/music_mat_wl4_CD/09 The Unforgettable Fire_MS2024.mat,,U2,Rock,music
92,"data/musicCorp/CD/The Beatles/1967-1970 [Disc 1]/1-09 Hello, Goodbye.m4a","1-09 Hello, Goodbye",multi_Voi,1,1,5292000,44.1,120,0.5384807256235827,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-09 Hello, Goodbye_MS2024.mat",,The Beatles,Rock,music
93,"data/musicCorp/CD/Ysaye Crumb Kodaly/Cello Sonatas/08 Son, Op.8_ I. Allegro maestoso ma appassionato.m4a","08 Son, Op.8_ I. Allegro maestoso ma appassionato",cello,0,1,5292000,44.1,120,0.3136734693877551,120,CD,"STM_output/MATs/music_mat_wl4_CD/08 Son, Op.8_ I. Allegro maestoso ma appassionato_MS2024.mat",,Ysaye Crumb Kodaly,Classical,music
94,data/musicCorp/CD/Ysaye Crumb Kodaly/Cello Sonatas/03 Sonate_ Op.28_ III. Adadio (In modo di rectative).m4a,03 Sonate_ Op.28_ III. Adadio (In modo di rectative),cello,0,1,1940400,44.1,44,0.3177324263038549,44,CD,STM_output/MATs/music_mat_wl4_CD/03 Sonate_ Op.28_ III. Adadio (In modo di rectative)_MS2024.mat,,Ysaye Crumb Kodaly,Classical,music
95,data/musicCorp/CD/Ysaye Crumb Kodaly/Cello Sonatas/02 Sonate_ Op.28_ II. Poco allegretto e graziozo.m4a,02 Sonate_ Op.28_ II. Poco allegretto e graziozo,cello,0,1,5644800,44.1,128,0.786485260770975,120,CD,STM_output/MATs/music_mat_wl4_CD/02 Sonate_ Op.28_ II. Poco allegretto e graziozo_MS2024.mat,,Ysaye Crumb Kodaly,Classical,music
96,"data/musicCorp/CD/Jacqueline Ross/Bach_ Complete Sonatas _ Partitas For Solo Violin, Vol. 1/08 Bach_ Violin Partita #1 In B Minor, BWV 1002 - Double #2.m4a","08 Bach_ Violin Partita #1 In B Minor, BWV 1002 - Double #2",violin,0,1,5292000,44.1,120,0.3317233560090702,120,CD,"STM_output/MATs/music_mat_wl4_CD/08 Bach_ Violin Partita #1 In B Minor, BWV 1002 - Double #2_MS2024.mat",,Jacqueline Ross,Classical,music
98,data/musicCorp/CD/Jaqueline Ros/The Complete Sonatas _ Partitas For Solo Violin Vol. II/14 BWV1006 V. Menuet II.m4a,14 BWV1006 V. Menuet II,violin,0,1,4410000,44.1,100,0.5963945578231292,96,CD,STM_output/MATs/music_mat_wl4_CD/14 BWV1006 V. Menuet II_MS2024.mat,,Jaqueline Ros,Classical,music
99,"data/musicCorp/CD/Charles Mackerras_ Scottish Chamber Orchestra/Beethoven_ Symphonies [Disc 1]/1-06 Beethoven_ Symphony #2 In D, Op. 36 - 2. Larghetto.m4a","1-06 Beethoven_ Symphony #2 In D, Op. 36 - 2. Larghetto",multi,0,1,5292000,44.1,120,0.8624943310657597,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-06 Beethoven_ Symphony #2 In D, Op. 36 - 2. Larghetto_MS2024.mat",,Charles Mackerras,Classical,music
100,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/12 Bach_ Cello Suite #1 In G, BWV 1007 - 6. Gigue.m4a","12 Bach_ Cello Suite #1 In G, BWV 1007 - 6. Gigue",cello,0,1,4233600,44.1,96,0.0446031746031746,96,CD,"STM_output/MATs/music_mat_wl4_CD/12 Bach_ Cello Suite #1 In G, BWV 1007 - 6. Gigue_MS2024.mat",,Edgar Meyer,Classical,music
101,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/12 Bach_ Cello Suite #1 In G, BWV 1007 - 6. Gigue.m4a","12 Bach_ Cello Suite #1 In G, BWV 1007 - 6. Gigue",cello,0,1,4233600,44.1,96,0.0446031746031746,96,CD,"STM_output/MATs/music_mat_wl4_CD/12 Bach_ Cello Suite #1 In G, BWV 1007 - 6. Gigue_MS2024.mat",,Edgar Meyer,Classical,music
102,data/musicCorp/CD/Miles Davis/Kind Of Blue/05 Flamenco Sketches.m4a,05 Flamenco Sketches,multi,0,1,5292000,44.1,120,0.3503628117913832,120,CD,STM_output/MATs/music_mat_wl4_CD/05 Flamenco Sketches_MS2024.mat,,Miles Davis,Jazz,music
103,"data/musicCorp/CD/Julian Bream/Bream Collection, Vol. 9 - Baroque Guitar/09 Weiss_ Passacaille.m4a",09 Weiss_ Passacaille,guitar,0,1,5292000,44.1,120,0.3763265306122449,120,CD,STM_output/MATs/music_mat_wl4_CD/09 Weiss_ Passacaille_MS2024.mat,,Julian Bream,Classical,music
104,data/musicCorp/CD/Miles Davis/Kind Of Blue/04 All Blues.m4a,04 All Blues,multi,0,1,5292000,44.1,120,0.1955102040816326,120,CD,STM_output/MATs/music_mat_wl4_CD/04 All Blues_MS2024.mat,,Miles Davis,Jazz,music
105,"data/musicCorp/CD/Kim Kashkashian, Robert Levin/Hindemith_ Viola Sonatas [Disc 2]/2-05 Hindemith_ Sonate F++r Viola _ Piano, Op. 25_4 - 2. Sehr Langsame Viertel.m4a","2-05 Hindemith_ Sonate F++r Viola _ Piano, Op. 25_4 - 2. Sehr Langsame Viertel","viola, piano",0,1,5292000,44.1,120,0.6112698412698413,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-05 Hindemith_ Sonate F++r Viola _ Piano, Op. 25_4 - 2. Sehr Langsame Viertel_MS2024.mat",,"Kim Kashkashian, Robert Levin",Classical,music
106,"data/musicCorp/CD/Claudio Abbado_ Orchestra Mozart/Mozart_ Symphonies #39 _ 40/08 Mozart_ Symphony #40 In G Minor, K 550 - 4. Finale_ Allegro Assai.m4a","08 Mozart_ Symphony #40 In G Minor, K 550 - 4. Finale_ Allegro Assai",multi,0,1,5292000,44.1,120,0.4602040816326531,120,CD,"STM_output/MATs/music_mat_wl4_CD/08 Mozart_ Symphony #40 In G Minor, K 550 - 4. Finale_ Allegro Assai_MS2024.mat",,Claudio Abbado,Classical,music
108,data/musicCorp/CD/Red Hot Chili Peppers/Californication/10 I Like Dirt.m4a,10 I Like Dirt,multi_Voi,1,1,5468400,44.1,124,0.8657142857142858,120,CD,STM_output/MATs/music_mat_wl4_CD/10 I Like Dirt_MS2024.mat,,Red Hot Chili Peppers,Rock,music
109,data/musicCorp/CD/The Beatles/1962-1966 [Disc 2]/2-11 Paperback Writer.m4a,2-11 Paperback Writer,multi_Voi,1,1,5292000,44.1,120,0.4283673469387755,120,CD,STM_output/MATs/music_mat_wl4_CD/2-11 Paperback Writer_MS2024.mat,,The Beatles,Rock,music
110,"data/musicCorp/CD/Ysaye Crumb Kodaly/Cello Sonatas/09 Son, Op.8_ II. Adagio.m4a","09 Son, Op.8_ II. Adagio",cello,0,1,5292000,44.1,120,0.8516780045351474,120,CD,"STM_output/MATs/music_mat_wl4_CD/09 Son, Op.8_ II. Adagio_MS2024.mat",,Ysaye Crumb Kodaly,Classical,music
111,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 1]/1-06 Bach_ Cello Suite #1 In G, BWV 1007 - 6. Gigue.m4a","1-06 Bach_ Cello Suite #1 In G, BWV 1007 - 6. Gigue",cello,0,1,4762800,44.1,108,0.1315646258503401,100,CD,"STM_output/MATs/music_mat_wl4_CD/1-06 Bach_ Cello Suite #1 In G, BWV 1007 - 6. Gigue_MS2024.mat",,Yo-Yo Ma,Classical,music
112,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 1]/1-06 Bach_ Cello Suite #1 In G, BWV 1007 - 6. Gigue.m4a","1-06 Bach_ Cello Suite #1 In G, BWV 1007 - 6. Gigue",cello,0,1,4762800,44.1,108,0.1315646258503401,100,CD,"STM_output/MATs/music_mat_wl4_CD/1-06 Bach_ Cello Suite #1 In G, BWV 1007 - 6. Gigue_MS2024.mat",,Yo-Yo Ma,Classical,music
113,data/musicCorp/CD/Miles Davis/Kind Of Blue/02 Freddie Freeloader.m4a,02 Freddie Freeloader,multi,0,1,5292000,44.1,120,0.3245804988662131,120,CD,STM_output/MATs/music_mat_wl4_CD/02 Freddie Freeloader_MS2024.mat,,Miles Davis,Jazz,music
114,"data/musicCorp/CD/Rinaldo Alessandrini_ Concerto Italiano/Bach_ Brandenburg Concertos [Disc 1]/1-10 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - Ab Inizio, Avec Grande Reprise..m4a","1-10 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - Ab Inizio, Avec Grande Reprise.",multi,0,1,4586400,44.1,104,0.1878004535147392,100,CD,"STM_output/MATs/music_mat_wl4_CD/1-10 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - Ab Inizio, Avec Grande Reprise._MS2024.mat",,Rinaldo Alessandrini,Classical,music
115,data/musicCorp/CD/Jaqueline Ros/The Complete Sonatas _ Partitas For Solo Violin Vol. II/11 BWV1006 II. Loure.m4a,11 BWV1006 II. Loure,violin,0,1,5292000,44.1,120,0.5155555555555555,120,CD,STM_output/MATs/music_mat_wl4_CD/11 BWV1006 II. Loure_MS2024.mat,,Jaqueline Ros,Classical,music
116,"data/musicCorp/CD/Julian Bream/Bream Collection, Vol. 9 - Baroque Guitar/22 Scarlatti (D)_ Sonata In E Minor, K 87.m4a","22 Scarlatti (D)_ Sonata In E Minor, K 87",guitar,0,1,5292000,44.1,120,0.1570975056689342,120,CD,"STM_output/MATs/music_mat_wl4_CD/22 Scarlatti (D)_ Sonata In E Minor, K 87_MS2024.mat",,Julian Bream,Classical,music
117,"data/musicCorp/CD/Evgeny Kissin/Beethoven_ Moonlight Sonata Franck_ Prelude, Chorale _ Fugue, Etc_/26 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 5.m4a","26 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 5",piano,0,1,882000,44.1,20,0.1052834467120181,20,CD,"STM_output/MATs/music_mat_wl4_CD/26 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 5_MS2024.mat",,Evgeny Kissin,Classical,music
118,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/06 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 6. Gigue.m4a","06 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 6. Gigue",cello,0,1,5292000,44.1,120,0.0108390022675736,120,CD,"STM_output/MATs/music_mat_wl4_CD/06 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 6. Gigue_MS2024.mat",,Edgar Meyer,Classical,music
119,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/06 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 6. Gigue.m4a","06 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 6. Gigue",cello,0,1,5292000,44.1,120,0.0108390022675736,120,CD,"STM_output/MATs/music_mat_wl4_CD/06 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 6. Gigue_MS2024.mat",,Edgar Meyer,Classical,music
120,data/musicCorp/CD/The Dave Brubeck Quartet/Time Out/01 Blue Rondo A La Turk.m4a,01 Blue Rondo A La Turk,multi,0,1,5292000,44.1,120,0.5430385487528344,120,CD,STM_output/MATs/music_mat_wl4_CD/01 Blue Rondo A La Turk_MS2024.mat,,The Dave Brubeck Quartet,Jazz,music
121,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 1]/1-12 Bach_ Cello Suite #4 In E Flat, BWV 1010 - 6. Gigue.m4a","1-12 Bach_ Cello Suite #4 In E Flat, BWV 1010 - 6. Gigue",cello,0,1,5292000,44.1,120,0.1881179138321995,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-12 Bach_ Cello Suite #4 In E Flat, BWV 1010 - 6. Gigue_MS2024.mat",,Yo-Yo Ma,Classical,music
122,data/musicCorp/CD/The Beatles/1967-1970 [Disc 1]/1-04 With A Little Help From My Friends.m4a,1-04 With A Little Help From My Friends,multi_Voi,1,1,5292000,44.1,120,0.0274603174603174,120,CD,STM_output/MATs/music_mat_wl4_CD/1-04 With A Little Help From My Friends_MS2024.mat,,The Beatles,Rock,music
123,data/musicCorp/CD/Kenny Burrell _ John Coltrane/Original Jazz Classics Collection/02 Song for Sinners.m4a,02 Song for Sinners,multi,0,1,5292000,44.1,120,0.3166439909297052,120,CD,STM_output/MATs/music_mat_wl4_CD/02 Song for Sinners_MS2024.mat,,Kenny Burrell ,Jazz,music
124,"data/musicCorp/CD/Charles Mackerras_ Scottish Chamber Orchestra/Beethoven_ Symphonies [Disc 1]/1-02 Beethoven_ Symphony #1 In C, Op. 21 - 2. Andante Cantabile Con Moto.m4a","1-02 Beethoven_ Symphony #1 In C, Op. 21 - 2. Andante Cantabile Con Moto",multi,0,1,5292000,44.1,120,0.2892290249433106,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-02 Beethoven_ Symphony #1 In C, Op. 21 - 2. Andante Cantabile Con Moto_MS2024.mat",,Charles Mackerras,Classical,music
125,data/musicCorp/CD/The Beatles/1967-1970 [Disc 1]/1-01 Strawberry Fields Forever.m4a,1-01 Strawberry Fields Forever,multi_Voi,1,1,5292000,44.1,120,0.4812244897959183,120,CD,STM_output/MATs/music_mat_wl4_CD/1-01 Strawberry Fields Forever_MS2024.mat,,The Beatles,Rock,music
126,"data/musicCorp/CD/Evgeny Kissin/Beethoven_ Moonlight Sonata Franck_ Prelude, Chorale _ Fugue, Etc_/01 Beethoven_ Piano Sonata #14 In C Sharp Minor, Op. 27_2, _Moonlight_ - 1. Adagio Sostenuto.m4a","01 Beethoven_ Piano Sonata #14 In C Sharp Minor, Op. 27_2, _Moonlight_ - 1. Adagio Sostenuto",piano,0,1,5468400,44.1,124,0.0080725623582766,120,CD,"STM_output/MATs/music_mat_wl4_CD/01 Beethoven_ Piano Sonata #14 In C Sharp Minor, Op. 27_2, _Moonlight_ - 1. Adagio Sostenuto_MS2024.mat",,Evgeny Kissin,Classical,music
127,"data/musicCorp/CD/Kim Kashkashian, Robert Levin/Hindemith_ Viola Sonatas [Disc 2]/2-04 Hindemith_ Sonate F++r Viola _ Piano, Op. 25_4 - 1. Sehr Lebhaft, Markiert _ Kraftvoll.m4a","2-04 Hindemith_ Sonate F++r Viola _ Piano, Op. 25_4 - 1. Sehr Lebhaft, Markiert _ Kraftvoll","viola, piano",0,1,5292000,44.1,120,0.7004081632653061,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-04 Hindemith_ Sonate F++r Viola _ Piano, Op. 25_4 - 1. Sehr Lebhaft, Markiert _ Kraftvoll_MS2024.mat",,"Kim Kashkashian, Robert Levin",Classical,music
128,data/musicCorp/CD/The Beatles/1962-1966 [Disc 1]/1-10 Eight Days A Week.m4a,1-10 Eight Days A Week,multi_Voi,1,1,5292000,44.1,120,0.4605215419501133,120,CD,STM_output/MATs/music_mat_wl4_CD/1-10 Eight Days A Week_MS2024.mat,,The Beatles,Rock,music
129,data/musicCorp/CD/The Beatles/1967-1970 [Disc 2]/2-12 Let It Be.m4a,2-12 Let It Be,multi_Voi,1,1,5292000,44.1,120,0.4984126984126984,120,CD,STM_output/MATs/music_mat_wl4_CD/2-12 Let It Be_MS2024.mat,,The Beatles,Rock,music
130,"data/musicCorp/CD/Murray Perahia/Mozart_ Piano Sonatas K 310, 331 _ 533/08 Mozart_ Piano Sonata In F, K 533_494 - 2. Andante.m4a","08 Mozart_ Piano Sonata In F, K 533_494 - 2. Andante",piano,0,1,5292000,44.1,120,0.4846485260770975,120,CD,"STM_output/MATs/music_mat_wl4_CD/08 Mozart_ Piano Sonata In F, K 533_494 - 2. Andante_MS2024.mat",,Murray Perahia,Classical,music
131,"data/musicCorp/CD/Evgeny Kissin/Beethoven_ Moonlight Sonata Franck_ Prelude, Chorale _ Fugue, Etc_/10 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 1_ Var. 3.m4a","10 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 1_ Var. 3",piano,0,1,1058400,44.1,24,0.066031746031746,24,CD,"STM_output/MATs/music_mat_wl4_CD/10 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 1_ Var. 3_MS2024.mat",,Evgeny Kissin,Classical,music
132,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/17 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 5. Gavotte 1 _ 2.m4a","17 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 5. Gavotte 1 _ 2",cello,0,1,5292000,44.1,120,0.2091156462585034,120,CD,"STM_output/MATs/music_mat_wl4_CD/17 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 5. Gavotte 1 _ 2_MS2024.mat",,Edgar Meyer,Classical,music
134,data/musicCorp/CD/The Beatles/1967-1970 [Disc 1]/1-13 Hey Jude.m4a,1-13 Hey Jude,multi_Voi,1,1,5292000,44.1,120,0.5236507936507937,120,CD,STM_output/MATs/music_mat_wl4_CD/1-13 Hey Jude_MS2024.mat,,The Beatles,Rock,music
135,"data/musicCorp/CD/Murray Perahia/Mozart_ Piano Sonatas K 310, 331 _ 533/04 Mozart_ Piano Sonata #11 In A, K 331 - 1. Tema_ Andante Grazioso E Variazioni.m4a","04 Mozart_ Piano Sonata #11 In A, K 331 - 1. Tema_ Andante Grazioso E Variazioni",piano,0,1,5644800,44.1,128,0.5891836734693877,120,CD,"STM_output/MATs/music_mat_wl4_CD/04 Mozart_ Piano Sonata #11 In A, K 331 - 1. Tema_ Andante Grazioso E Variazioni_MS2024.mat",,Murray Perahia,Classical,music
136,data/musicCorp/CD/The Beatles/1967-1970 [Disc 2]/2-06 The Ballad Of John And Yoko.m4a,2-06 The Ballad Of John And Yoko,multi_Voi,1,1,5292000,44.1,120,0.5854195011337868,120,CD,STM_output/MATs/music_mat_wl4_CD/2-06 The Ballad Of John And Yoko_MS2024.mat,,The Beatles,Rock,music
137,"data/musicCorp/CD/Rinaldo Alessandrini_ Concerto Italiano/Bach_ Brandenburg Concertos [Disc 1]/1-07 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - Polonaise.m4a","1-07 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - Polonaise",multi,0,1,4410000,44.1,100,0.0204081632653061,100,CD,"STM_output/MATs/music_mat_wl4_CD/1-07 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - Polonaise_MS2024.mat",,Rinaldo Alessandrini,Classical,music
138,data/musicCorp/CD/Lyon James And Marylene Dosse/French Romantic Women Composers/01 Romance.m4a,01 Romance,"violin, piano",0,1,5468400,44.1,124,0.0039909297052154,120,CD,STM_output/MATs/music_mat_wl4_CD/01 Romance_MS2024.mat,,Lyon James And Marylene Dosse,Classical,music
139,"data/musicCorp/CD/Charles Mackerras_ Scottish Chamber Orchestra/Beethoven_ Symphonies [Disc 1]/1-08 Beethoven_ Symphony #2 In D, Op. 36 - 4. Allegro Molto.m4a","1-08 Beethoven_ Symphony #2 In D, Op. 36 - 4. Allegro Molto",multi,0,1,5292000,44.1,120,0.5748526077097506,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-08 Beethoven_ Symphony #2 In D, Op. 36 - 4. Allegro Molto_MS2024.mat",,Charles Mackerras,Classical,music
140,"data/musicCorp/CD/Evgeny Kissin/Beethoven_ Moonlight Sonata Franck_ Prelude, Chorale _ Fugue, Etc_/32 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 11.m4a","32 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 11",piano,0,1,1058400,44.1,24,0.0028571428571428,20,CD,"STM_output/MATs/music_mat_wl4_CD/32 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 11_MS2024.mat",,Evgeny Kissin,Classical,music
141,"data/musicCorp/CD/Rinaldo Alessandrini_ Concerto Italiano/Bach_ Brandenburg Concertos [Disc 2]/2-09 Bach_ Brandenburg Concerto #6 In B Flat, BWV 1051 - 2. Adagio Ma Non Tanto.m4a","2-09 Bach_ Brandenburg Concerto #6 In B Flat, BWV 1051 - 2. Adagio Ma Non Tanto",multi,0,1,5292000,44.1,120,0.6584126984126984,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-09 Bach_ Brandenburg Concerto #6 In B Flat, BWV 1051 - 2. Adagio Ma Non Tanto_MS2024.mat",,Rinaldo Alessandrini,Classical,music
142,data/musicCorp/CD/The Beatles/1962-1966 [Disc 1]/1-08 A Hard Day_s Night.m4a,1-08 A Hard Day_s Night,guitar,0,1,5292000,44.1,120,0.4019727891156462,120,CD,STM_output/MATs/music_mat_wl4_CD/1-08 A Hard Day_s Night_MS2024.mat,,The Beatles,Classical,music
143,"data/musicCorp/CD/Claudio Abbado_ Orchestra Mozart/Mozart_ Symphonies #39 _ 40/05 Mozart_ Symphony #40 In G Minor, K 550 - 1. Molto Allegro.m4a","05 Mozart_ Symphony #40 In G Minor, K 550 - 1. Molto Allegro",multi,0,1,5292000,44.1,120,0.7536507936507937,120,CD,"STM_output/MATs/music_mat_wl4_CD/05 Mozart_ Symphony #40 In G Minor, K 550 - 1. Molto Allegro_MS2024.mat",,Claudio Abbado,Classical,music
