,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,speaker/artist,gender,genre
107,data/musicCorp/Albouy2020Science/English/English_S04_M01.wav,English_S04_M01,English,1,1,192000,48,4,0.674875,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S04_M01_MS2024.mat,Albouy2020Science,female,classical
108,data/musicCorp/Albouy2020Science/English/English_S07_M03.wav,English_S07_M03,English,1,1,192000,48,4,0.1011875,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S07_M03_MS2024.mat,Albouy2020Science,female,classical
109,data/musicCorp/Albouy2020Science/English/English_S06_M06.wav,English_S06_M06,English,1,1,192000,48,4,0.3181875,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S06_M06_MS2024.mat,Albouy2020Science,female,classical
110,data/musicCorp/Albouy2020Science/French/French_S10_M10.wav,French_S10_M10,French,1,1,192000,48,4,0.5327708333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S10_M10_MS2024.mat,Albouy2020Science,female,classical
111,data/musicCorp/Albouy2020Science/English/English_S02_M09.wav,English_S02_M09,English,1,1,192000,48,4,0.16685416666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S02_M09_MS2024.mat,Albouy2020Science,female,classical
112,data/musicCorp/Albouy2020Science/English/English_S05_M04.wav,English_S05_M04,English,1,1,192000,48,4,0.24416666666666667,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S05_M04_MS2024.mat,Albouy2020Science,female,classical
113,data/musicCorp/Albouy2020Science/English/English_S10_M04.wav,English_S10_M04,English,1,1,192000,48,4,0.19747916666666668,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S10_M04_MS2024.mat,Albouy2020Science,female,classical
114,data/musicCorp/Albouy2020Science/English/English_S03_M10.wav,English_S03_M10,English,1,1,192000,48,4,0.13208333333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S03_M10_MS2024.mat,Albouy2020Science,female,classical
115,data/musicCorp/Albouy2020Science/English/English_S03_M01.wav,English_S03_M01,English,1,1,192000,48,4,0.15408333333333332,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S03_M01_MS2024.mat,Albouy2020Science,female,classical
116,data/musicCorp/Albouy2020Science/French/French_S06_M03.wav,French_S06_M03,French,1,1,192000,48,4,0.2608125,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S06_M03_MS2024.mat,Albouy2020Science,female,classical
117,data/musicCorp/Albouy2020Science/English/English_S09_M06.wav,English_S09_M06,English,1,1,192000,48,4,0.15445833333333334,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S09_M06_MS2024.mat,Albouy2020Science,female,classical
118,data/musicCorp/Albouy2020Science/French/French_S05_M01.wav,French_S05_M01,French,1,1,192000,48,4,0.285625,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S05_M01_MS2024.mat,Albouy2020Science,female,classical
119,data/musicCorp/Albouy2020Science/English/English_S10_M09.wav,English_S10_M09,English,1,1,192000,48,4,0.2768333333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S10_M09_MS2024.mat,Albouy2020Science,female,classical
120,data/musicCorp/Albouy2020Science/English/English_S05_M09.wav,English_S05_M09,English,1,1,192000,48,4,0.328,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S05_M09_MS2024.mat,Albouy2020Science,female,classical
121,data/musicCorp/Albouy2020Science/French/French_S02_M10.wav,French_S02_M10,French,1,1,192000,48,4,0.1913125,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S02_M10_MS2024.mat,Albouy2020Science,female,classical
122,data/musicCorp/Albouy2020Science/English/English_S01_M06.wav,English_S01_M06,English,1,1,192000,48,4,0.17985416666666668,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S01_M06_MS2024.mat,Albouy2020Science,female,classical
